title,ontology/activeYearsStartYear,ontology/predecessor_label,ontology/parent_label,ontology/deathPlace_label,ontology/successor_label,ontology/title,ontology/activeYearsEndYear,ontology/birthPlace_label,http://purl.org/dc/elements/1.1/description,ontology/deathYear,ontology/spouse_label,ontology/birthYear,ontology/restingPlace_label,ontology/alias,http://www.w3.org/2002/07/owl#differentFrom_label,ontology/deathDate,ontology/birthDate,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,ontology/occupation_label,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.georss.org/georss/point,ontology/viafId,ontology/birthName,ontology/royalAnthem_label,ontology/royalAnthem,ontology/soundRecording,ontology/soundRecording_label,ontology/nationality_label,ontology/nationality,ontology/imdbId,ontology/country_label,ontology/personFunction_label,ontology/education_label,ontology/personFunction,ontology/education,ontology/knownFor_label,ontology/knownFor,ontology/almaMater,ontology/almaMater_label,ontology/residence,ontology/residence_label,ontology/networth,ontology/board,ontology/board_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/relative_label,ontology/relative
Prince_Friedrich_of_Saxe-Meiningen,,,"[""Georg II Duke of Saxe-Meiningen"",""Princess Feodora of Hohenlohe-Langenburg""]",Castle of Tarcienne,,,,Meiningen,German prince,1914,Countess Adelaide of Lippe-Biesterfeld,1861,,,,1914-08-23,1861-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Friso_of_Orange-Nassau,,,"[""Beatrix of the Netherlands"",""Prince Claus of the Netherlands""]","[""Netherlands"",""The Hague"",""Huis ten Bosch palace""]",,,,"[""Netherlands"",""Utrecht"",""University Medical Center Utrecht""]",,,Princess Mabel of Orange-Nassau,,"[""Utrecht"",""Lage Vuursche""]",,,2013-08-12,1968-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Fushimi_Hiroyoshi,,,Prince Fushimi Hiroyasu,"[""Japan"",""Tokyo""]",,Hereditary Prince Fushimi,,"[""Japan"",""Tokyo""]",,,,,,,,1938-10-19,1897-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Félix_of_Luxembourg,,,"[""Henri Grand Duke of Luxembourg"",""Maria Teresa Grand Duchess of Luxembourg""]",,,,,Luxembourg,,,Princess Claire of Luxembourg,,,,,,1984-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gabriel_Constantinovich_of_Russia,,,"[""Grand Duke Konstantin Konstantinovich of Russia"",""Princess Elisabeth of Saxe-Altenburg (1865–1927)""]",Paris,,,,"[""Russian Empire"",""Pavlovsk Palace""]",,,,,"[""Essonne"",""France"",""Sainte-Geneviève-des-Bois Russian Cemetery""]",,,1955-02-28,1887-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gabriel_of_Belgium,,,"[""Philippe of Belgium"",""Queen Mathilde of Belgium""]",,,,,"[""Belgium"",""Anderlecht"",""Erasmus Hospital""]",,,,,,,,,2003-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gabriel_of_Bourbon-Two_Sicilies,,,"[""Prince Alfonso Count of Caserta"",""Princess Maria Antonietta of Bourbon-Two Sicilies""]","[""Brazil"",""Itu São Paulo""]",,Prince Gabriel of Bourbon-Two Sicilies,,"[""Cannes"",""France""]",Prince of Bourbon-Two Sicilies,1975,"[""Princess Malgorzata Izabella Czartoryska"",""Princess Cecylia Lubomirska""]",1897,,,,1975-10-22,1897-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gabriel_of_Thurn_and_Taxis,,,"[""Franz Joseph 9th Prince of Thurn and Taxis"",""Princess Isabel Maria of Braganza""]","[""Soviet Union"",""Volgograd""]",,,,"[""Bavaria"",""Weimar Republic"",""Regensburg""]",German prince,1942,,1922,Russia,,,1942-12-17,1922-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Gaetan,_Count_of_Girgenti",,,"[""Ferdinand II of the Two Sicilies"",""Maria Theresa of Austria (1816–1867)""]","[""Switzerland"",""Lucerne""]",,Count of Girgenti,,"[""Naples"",""Kingdom of the Two Sicilies""]",Spanish infante,1871,Isabella Princess of Asturias (1851–1931),1846,"[""Spain"",""El Escorial"",""Madrid""]",,,1871-11-26,1846-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gennaro_of_Naples_and_Sicily,,,"[""Ferdinand I of the Two Sicilies"",""Maria Carolina of Austria""]","[""Kingdom of Naples"",""Palace of Caserta""]",,,,"[""Kingdom of Naples"",""Royal Palace of Naples""]",Italian prince,1789,,1780,"[""Naples"",""Santa Chiara (Naples)""]",,,1789-01-01,1780-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Georg_Philipp_of_Saxe-Gessaphe,,,"[""Alexander Margrave of Meissen"",""Gisela Margravine of Meissen""]",,,,,"[""Mexico City"",""Mexico""]",German prince,,,1988,,,,,1988-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Georg_of_Bavaria,,,"[""Archduchess Gisela of Austria"",""Prince Leopold of Bavaria""]","[""Italy"",""Rome""]",,,,"[""Bavaria"",""Munich""]",,,Archduchess Isabella of Austria,,"[""Rome"",""Teutonic Cemetery""]",,,1943-05-31,1880-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Georg_of_Hanover,,,"[""Princess Sophie of Greece and Denmark"",""Prince George William of Hanover (1915–2006)""]",,,Prince Georg of Hanover,,Salem Baden-Württemberg,Duke of Brunswick-Lüneburg,,,1949,,Georg Paul Christian,,,1949-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_George,_Duke_of_Cambridge",,Prince Adolphus Duke of Cambridge,"[""Prince Adolphus Duke of Cambridge"",""Princess Augusta of Hesse-Kassel""]",Piccadilly,,,,Hanover,,,Sarah Fairbrother,,"[""London"",""Kensal Green Cemetery""]",,Prince George of Cambridge,1904-03-17,1819-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_George,_Duke_of_Kent",,,"[""George V"",""Mary of Teck""]",Morven Caithness,Prince Edward Duke of Kent,,,"[""Sandringham Norfolk"",""York Cottage""]",,,Princess Marina of Greece and Denmark,,"[""Windsor Berkshire"",""St George's Chapel Windsor Castle"",""Royal Burial Ground Frogmore""]",,Prince George of Cambridge,1942-08-25,1902-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_Alexandrovich_Yuryevsky,,,"[""Catherine Dolgorukov"",""Alexander II of Russia""]","[""German Empire"",""Hesse"",""Marburg""]",,Prince George Yuryevsky,,"[""Russian Empire"",""Saint Petersburg""]",Russian prince,1913,,1872,"[""German Empire"",""Wiesbaden"",""St Elizabeth's Church Wiesbaden""]",,,1913-09-13,1872-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_Bernhard_of_Anhalt-Dessau,,,"[""Frederick Hereditary Prince of Anhalt-Dessau"",""Landgravine Amalie of Hesse-Homburg""]","[""Dresden"",""Kingdom of Saxony""]",,Prince of Anhalt-Dessau,,"[""Duchy of Anhalt"",""Dessau""]",German prince,1865,"[""Karoline_of_Scharzburg-Rudolstadt"",""Theresa_Emma_von_Erdmannsdorf""]",1796,,,,1865-10-16,1796-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_Valdemar_of_Denmark,,,"[""Princess Margaretha of Sweden"",""Prince Axel of Denmark""]","[""Copenhagen"",""Denmark""]",,Prince Georg Valdemar of Denmark,,"[""Denmark"",""Gentofte Municipality"",""Bernstorff Palace""]",Danish prince,1986,Princess Anne of Denmark,1920,,,,1986-09-29,1920-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_William_of_Great_Britain,,,"[""George II of Great Britain"",""Caroline of Ansbach""]","[""London"",""Kensington Palace""]",,,,"[""London"",""St James's Palace""]",Prince of Great Britain,1718,,1717,,,,1718-02-17,1717-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_William_of_Hanover_(1880–1912),,,"[""Prince Ernest Augustus 3rd Duke of Cumberland and Teviotdale"",""Princess Thyra of Denmark""]",Nackel,,,,"[""Austria-Hungary"",""Upper Austria"",""Gmunden""]",Hanovarian prince,1912,,1880,,,,1912-05-20,1880-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_William_of_Hanover_(1915–2006),,,"[""Ernest Augustus Duke of Brunswick"",""Princess Victoria Louise of Prussia""]","[""Bavaria"",""Germany"",""Munich""]",,,,"[""German Empire"",""Braunschweig"",""Duchy of Brunswick""]",British prince,2006,Princess Sophie of Greece and Denmark,1915,,,,2006-01-08,1915-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_William_of_Hesse-Darmstadt,,,"[""Louis VIII Landgrave of Hesse-Darmstadt"",""Countess Charlotte of Hanau-Lichtenberg""]",Darmstadt,,,,Darmstadt,German prince,1782,Countess Maria Louise Albertine of Leiningen-Falkenburg-Dagsburg,1722,,,,1782-06-21,1722-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_of_Cambridge,,,"[""Prince William Duke of Cambridge"",""Catherine Duchess of Cambridge""]",,,,,St Mary's Hospital London,Member of the British royal family,,,2013,,George Alexander Louis,"[""Duke of Cambridge"",""Prince George""]",,2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_of_Denmark,1702,,"[""Frederick III of Denmark"",""Sophie Amalie of Brunswick-Lüneburg""]","[""London"",""Kingdom of Great Britain"",""Kensington Palace""]",,Duke of Cumberland,1708,"[""Denmark"",""Copenhagen Castle""]",,,Anne Queen of Great Britain,,"[""London"",""Westminster Abbey"",""Kingdom of Great Britain""]",,,1708-10-28,1653-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_of_Greece_and_Denmark,,,"[""George I of Greece"",""Olga Constantinovna of Russia""]","[""Saint-Cloud"",""Île-de-France"",""France""]",,,,"[""Greece"",""Corfu""]",,,Princess Marie Bonaparte,,"[""Greece"",""Tatoi Palace""]",,,1957-11-25,1869-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_George_of_Prussia,,,"[""Prince Frederick of Prussia (1794–1863)"",""Princess Luise of Anhalt-Bernburg""]",Berlin,,Prince of Prussia,,Düsseldorf,Member of theHouse of Hohenzollern,1902,,1826,Rheinstein Castle,,,1902-05-02,1826-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Georgy_Konstantinovich_of_Russia,,,"[""Grand Duke Konstantin Konstantinovich of Russia"",""Princess Elisabeth of Saxe-Altenburg (1865–1927)""]",New York City,,,,"[""Russian Empire"",""Saint Petersburg""]",Russian prince,1938,,1903,,,,1938-11-07,1903-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Ghazi_bin_Muhammad,,,"[""Prince Muhammad bin Talal"",""Princess Firyal al-Muhammad""]",,,,,"[""Amman"",""Jordan""]",Jordanian prince,,,1966,,,,,1966-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Giuseppe,_Count_of_Asti",,,"[""Victor Amadeus III of Sardinia"",""Maria Antonia Ferdinanda of Spain""]",Sardinia,,Count of Asti,,"[""Royal Palace of Turin"",""Turin""]",Prince of Savoy,1802,,1766,"[""Sardinia"",""Alghero Cathedral""]",,,1802-10-29,1766-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Giuseppe_of_Naples_and_Sicily,,,"[""Ferdinand I of the Two Sicilies"",""Maria Carolina of Austria""]","[""Kingdom of Naples"",""Palace of Caserta""]",,,,"[""Kingdom of Naples"",""Royal Palace of Naples""]",Italian prince,1783,,1780,"[""Naples"",""Santa Chiara (Naples)""]",,,1783-02-19,"[""1780-06-18"",""1781-06-18""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gong,1850,,"[""Daoguang Emperor"",""Empress Xiaojingcheng""]","[""China"",""Beijing""]",Puwei,Prince Gong of the First Rank,1898,"[""China"",""Beijing""]",,,,,,,,1898-05-29,1833-01-11,"[""Tongzhi Restoration"",""Prince Gong (peerage)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gorm_of_Denmark,,,"[""Prince Harald of Denmark"",""Princess Helena Adelaide of Schleswig-Holstein-Sonderburg-Glücksburg""]","[""Copenhagen"",""Denmark""]",,Prince of Denmark and Iceland,,Jægersborghus,Danish prince,1991,,1919,,,,1991-12-26,1919-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Guillaume_of_Luxembourg,,,"[""Jean Grand Duke of Luxembourg"",""Princess Joséphine Charlotte of Belgium""]",,,,,Betzdorf Castle,Luxemborgian prince,,Princess Sibilla of Luxembourg,1963,,,,,1963-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Gustaf,_Duke_of_Uppland",,,"[""Oscar I of Sweden"",""Josephine of Leuchtenberg""]","[""Norway"",""Oslo""]",,Duke of Uppland,,"[""Solna Municipality"",""Sweden"",""Haga Palace""]",,,,,,,,1852-09-24,1827-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Gustaf_Adolf,_Duke_of_Västerbotten",,,"[""Princess Margaret of Connaught"",""Gustaf VI Adolf of Sweden""]","[""Copenhagen"",""Denmark"",""Copenhagen Airport""]",,Duke of Västerbotten,,"[""Stockholm"",""Stockholm Palace"",""Sweden""]",,,Princess Sibylla of Saxe-Coburg and Gotha,,,,,1947-01-26,1906-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gustav_of_Denmark,,,"[""Frederick VIII of Denmark"",""Louise of Sweden""]","[""Copenhagen"",""Denmark""]",,Prince Gustav of Denmark,,"[""Copenhagen"",""Denmark"",""Charlottenlund Palace""]",Danish prince,1944,,1887,Roskilde Cathedral,,,1944-10-05,1887-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gustav_of_Thurn_and_Taxis,,,,"[""Munich"",""Bavarian Soviet Republic""]",,Prince Gustav of Thurn and Taxis,,"[""Dresden"",""Kingdom of Saxony""]",German prince,1919,,1888,,,,1919-04-30,1888-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Gustav_of_Thurn_and_Taxis_(1848–1914),,,"[""Maximilian Karl 6th Prince of Thurn and Taxis"",""Princess Mathilde Sophie of Oettingen-Oettingen and Oettingen-Spielberg""]","[""Austria-Hungary"",""Bregenz"",""Vorarlberg""]",,Prince Gustav of Thurn and Taxis,,"[""Regensburg"",""Kingdom of Bavaria""]",German prince,1914,,1848,,,,1914-07-09,1848-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hailing_of_Jin,0009,,Wanyan_Woben,,,,0009,,Jin dynasty monarch,1161,,1122,,Prince Hailing of Jin,,1161-12-15,1122-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Harald_of_Denmark,,,"[""Frederick VIII of Denmark"",""Louise of Sweden""]","[""Copenhagen"",""Denmark""]",,,,"[""Denmark"",""Gentofte Municipality"",""Charlottenlund Palace""]",Danish prince,1949,Princess Helena Adelaide of Schleswig-Holstein-Sonderburg-Glücksburg,1876,,,,1949-03-30,1876-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Harald_of_Schaumburg-Lippe,,,"[""Princess Feodora of Denmark"",""Prince Christian of Schaumburg-Lippe (1898–1974)""]",,,,,"[""Lower Saxony"",""Schloss_Hagenburg""]",German prince,,,1948,,,,,1948-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Harry,,,"[""Diana Princess of Wales"",""Charles Prince of Wales""]",,,Prince Henry of Wales  ([[#Titles and styles,,St Mary's Hospital London,,,,,,,,,1984-09-15,,,,,,,,,,,,,,1056412,,,,,,,,,,,,,,,,,,
Prince_Hassan_bin_Talal,,,"[""Talal of Jordan"",""Zein al-Sharaf Talal""]",,,Prince El Hassan of Jordan,,"[""Amman"",""Jordan""]",,,Princess Sarvath al-Hassan,,,,,,1947-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_I_Reuss_of_Köstritz,,,,"[""West Germany"",""Büdingen""]",,Prince Heinrich I Reuss of Köstritz,,"[""Wrocław"",""Kingdom of Prussia"",""Krzyki""]",Prince of Reuss,1982,Duchess Woizlawa Feodora of Mecklenburg,1910,,,,1982-03-10,1910-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_Ruzzo_Reuss_of_Plauen,,,,Stockholm,,Prince Reuss of Plauen,,Lucerne,German prince,1999,Anni-Frid Lyngstad,1950,,,,1999-10-29,1950-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_VIII_Reuss_of_Köstritz,,,"[""Duchess Woizlawa Feodora of Mecklenburg"",""Prince Heinrich I Reuss of Köstritz""]",,,Prince Heinrich VIII Reuss of Köstritz,,"[""Germany"",""East Germany"",""Gera""]",Member of theHouse of Reuss,,,1944,,,,,1944-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_XXXIII_Reuss_of_Köstritz,,,"[""Princess Marie Alexandrine of Saxe-Weimar-Eisenach"",""Heinrich VII Prince Reuss of Köstritz""]","[""Germany"",""Staniszów"",""Stonsdorf""]",,,,Mauer,Member of theHouse of Reuss,1942,Princess Victoria Margaret of Prussia,1879,,Henry XXXIII of Reuss-Köstritz,,1942-11-15,1879-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_XXXII_Reuss_of_Köstritz,,,Princess Marie Alexandrine of Saxe-Weimar-Eisenach,"[""Germany"",""Nazi Germany"",""Bad Tölz""]",,,,Constantinople,Member of theHouse of Reuss,1935,Princess Marie Adelheid of Lippe,1878,,Henry XXXII of Reuss-Köstritz,,1935-05-06,1878-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_of_Bavaria,,,"[""Prince Arnulf of Bavaria"",""Princess Theresa of Liechtenstein""]","[""Romania"",""Argeș County""]",,,,"[""Bavaria"",""Munich""]",Bavarian prince,1916,,1884,"[""Bavaria"",""Munich"",""Theatine Church Munich""]",,,1916-11-08,1884-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Heinrich_of_Hanover,,,"[""Prince Ernest Augustus of Hanover (1914–1987)"",""Princess Ortrud of Schleswig-Holstein-Sonderburg-Glücksburg""]",,,,,"[""Hanover"",""Lower Saxony""]",German prince,,,1961,,Hannover Heinrich Julius Christian Otto Friedrich Franz Anton Günter Prinz von,,,1961-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henri_of_Orléans,,,"[""Prince Robert Duke of Chartres"",""Princess Françoise of Orléans (1844–1925)""]","[""Ho Chi Minh City"",""Cochinchina""]",,,,"[""London"",""Ham London""]",,,,,,,,1901-08-09,1867-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henrik_of_Denmark,,,"[""Prince Joachim of Denmark"",""Princess Marie of Denmark""]",,,Count of Monpezat,,"[""Copenhagen"",""Denmark"",""Rigshospitalet""]",Danish prince,,,2009,,,,,2009-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Henry,_Count_of_Bardi",,,"[""Charles III Duke of Parma"",""Princess Louise Marie Thérèse of Artois""]","[""French Third Republic"",""Menton""]",,Count of Bardi,,"[""Parma"",""Duchy of Parma""]",Prince of Bourbon-Parma,1905,"[""Princess Maria Luisa of Bourbon-Two Sicilies"",""Infanta Adelgundes Duchess of Guimarães""]",1851,,,,1905-04-14,1851-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Henry,_Duke_of_Cumberland_and_Strathearn",,,"[""Frederick Prince of Wales"",""Princess Augusta of Saxe-Gotha""]",London,,Duke of Cumberland and Strathearn,,"[""London"",""Leicester Square""]",,,Anne Duchess of Cumberland and Strathearn,,,,,1790-09-18,1745-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Henry,_Duke_of_Gloucester",1945,George VI,"[""George V"",""Mary of Teck""]","[""United Kingdom"",""Northamptonshire"",""Barnwell Manor""]",,Duke of Gloucester([[#Titles and styles,1947,"[""United Kingdom"",""Sandringham Norfolk"",""York Cottage""]",,,Princess Alice Duchess of Gloucester,,Royal Burial Ground Frogmore,,,1974-06-10,1900-03-31,,"[""Military"",""Governor-General of Australia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Henry,_Duke_of_Mecklenburg-Schwerin",1901,,"[""Frederick Francis II Grand Duke of Mecklenburg-Schwerin"",""Princess Marie of Schwarzburg-Rudolstadt""]","[""Netherlands"",""The Hague"",""Kneuterdijk Palace""]",,,1934,"[""German Empire"",""Schwerin"",""Grand Duchy of Mecklenburg-Schwerin""]",,,Wilhelmina of the Netherlands,,,,,1934-07-03,1876-04-19,,Officer (armed forces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henry_of_Battenberg,,,"[""Julia Princess of Battenberg"",""Prince Alexander of Hesse and by Rhine (1823–1888)""]",Sierra Leone,,,,"[""Milan"",""Kingdom of Lombardy–Venetia""]",,,Princess Beatrice of the United Kingdom,,"[""Isle of Wight"",""St Mildred's Church Whippingham""]",,,1896-01-20,1858-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henry_of_Prussia_(1726–1802),,,"[""Frederick William I of Prussia"",""Sophia Dorothea of Hanover""]","[""Kingdom of Prussia"",""Rheinsberg""]",,Prince of Prussia,,"[""Berlin"",""Kingdom of Prussia""]",,,Princess Wilhelmina of Hesse-Kassel,,,,,1802-08-03,1726-01-18,,"[""Soldier"",""Politician""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henry_of_Prussia_(1862–1929),,,"[""Frederick III German Emperor"",""Victoria Princess Royal""]","[""Schleswig-Holstein"",""Hemmelmark""]",,,,"[""Berlin"",""Kingdom of Prussia"",""Kronprinzenpalais""]",,,Princess Irene of Hesse and by Rhine,,"[""Schleswig-Holstein"",""Hemmelmark""]",,,1929-04-20,1862-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henry_of_Prussia_(1900–1904),,,"[""Prince Henry of Prussia (1862–1929)"",""Princess Irene of Hesse and by Rhine""]","[""Germany"",""Schleswig-Holstein"",""Kiel""]",,,,"[""Germany"",""Schleswig-Holstein"",""Kiel""]",german prince,1904,,1900,"[""Germany"",""Schleswig-Holstein""]",Henry of Prussia Prince,,1904-02-26,1900-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Henry_of_the_Netherlands_(governor),,,"[""Anna Pavlovna of Russia"",""William II of the Netherlands""]",Walferdange Castle,,,,Soestdijk Palace,,,"[""Princess Marie of Prussia (1855–1888)"",""Princess Amalia of Saxe-Weimar-Eisenach""]",,,,,1879-01-14,1820-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hermann_Friedrich_of_Leiningen,,,"[""Princess Marie Louise of Bulgaria"",""Prince Karl of Leiningen""]",,,,,"[""Toronto"",""Ontario""]",,,,,,,,,1963-04-16,,,,,,,,,,,,Canada,http://dbpedia.org/resource/Canada,,,,,,,,,,,,,,,,,,,
Prince_Hermann_of_Saxe-Weimar-Eisenach_(1825–1901),,,"[""Prince Bernhard of Saxe-Weimar-Eisenach (1792–1862)"",""Princess Ida of Saxe-Meiningen""]",Berchtesgaden,,,,Altenstein Palace,General in Württemberg and non-ruling Duke of Saxe-Weimar-Eisenach,1901,Princess Augusta of Württemberg,1825,,Hermann Georg Bernhard von Sachsen-Weimar-Eisenach (full name in German),,1901-08-31,1825-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hermann_of_Saxe-Weimar-Eisenach_(1886–1964),,,"[""Prince Wilhelm of Saxe-Weimar-Eisenach"",""Princess_Gerta_of_Ysenburg_and_Büdingen""]","[""London"",""England""]",,"[""Prince of Saxe-Weimar-Eisenach"",""Count Ostheim""]",,"[""German Empire"",""Düsseldorf""]",German prince,1964,,1886,,,,1964-06-06,1886-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Himalaya_of_Nepal,,,"[""Tribhuvan of Nepal"",""Queen Kanti of Nepal""]","[""Kathmandu"",""Kingdom of Nepal""]",,Prince ofNepal,,"[""Kathmandu"",""Kingdom of Nepal"",""Narayanhity Palace""]",,,Prince Himalaya of Nepal,,,,,1980-05-09,1921-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hisahito_of_Akishino,,,"[""Fumihito Prince Akishino"",""Kiko Princess Akishino""]",,,,,"[""Japan"",""Tokyo""]",,,,,,,,,2006-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hridayendra_of_Nepal,,,"[""Paras Crown Prince of Nepal"",""Himani Shah""]",,,Nava Yuvaraj,,"[""Kathmandu"",""Kingdom of Nepal""]",,,,,,,,,2002-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hubertus_of_Hohenzollern,,,"[""Princess Birgitta of Sweden"",""Prince Johann Georg of Hohenzollern""]",,,Prince Hubertus of Hohenzollern,,"[""Bavaria"",""Munich"",""West Germany""]",,,,,,,,,1966-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hubertus_of_Prussia,,,"[""Wilhelm German Crown Prince"",""Duchess Cecilie of Mecklenburg-Schwerin""]","[""South-West Africa"",""Windhoek""]",,,,"[""German Empire"",""Potsdam"",""Marmorpalais""]",,,Princess Magdalena Reuss of Köstritz,,"[""West Germany"",""Württemberg-Hohenzollern"",""Hohenzollern Castle""]",,,1950-04-08,1909-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hubertus_of_Saxe-Coburg_and_Gotha_(1909–1943),,,"[""Charles Edward Duke of Saxe-Coburg and Gotha"",""Princess Victoria Adelaide of Schleswig-Holstein""]","[""Ukraine"",""Velyki Mosty""]",,,,"[""Germany"",""Reinhardsbrunn""]",German prince,1943,,1909,,,"[""Hubertus"",""Gotha"",""Hereditary_Prince_of_Saxe-Coburg""]",1943-11-26,1909-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Hyoryeong,,,"[""Taejong of Joseon"",""Queen_Wonkyeong""]",Seoul,,Grand Prince of Joseon,,Seoul,Korean prince,1486,,1396,Temple_of_Cheong-Kwon,Yi Bo,,1486-06-12,1396-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Igor_Constantinovich_of_Russia,,,"[""Grand Duke Konstantin Konstantinovich of Russia"",""Princess Elisabeth of Saxe-Altenburg (1865–1927)""]","[""Russian Soviet Federative Socialist Republic"",""Alapayevsk""]",,,,"[""Russian Empire"",""Saint Petersburg""]",,,,,,,,1918-07-18,1894-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
